violence,world/life,night/time,romantic,obscene,music,sadness,feelings,len,age
0.096776742,0.4434351738186404,0.001283697,0.001283697,0.001283697,0.1180338411682359,0.001283697,0.001283697,51,1.0
0.4206846660518329,0.001052632,0.074078284,0.001052632,0.001052632,0.001052632,0.1282918261528421,0.001052632,98,1.0
0.1025478341787261,0.001119821,0.053943789,0.001119821,0.001119821,0.001119821,0.63050735,0.001119821,61,1.0
0.2443580759245977,0.083569966,0.000626566,0.000626566,0.4589837412093324,0.000626566,0.000626566,0.032580842,173,0.9857142857142858
0.000785546,0.150690869,0.000785546,0.000785546,0.000785546,0.1733106182210936,0.4454687961567132,0.045097139,73,0.9857142857142858
0.3781187914066113,0.030934211,0.000358038,0.032534324,0.093724547,0.000358038,0.066821827,0.043335426,182,0.9857142857142858
0.4323963105509871,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.041156255,48,0.9714285714285714
0.3928207515486527,0.000692521,0.000692521,0.070650423,0.000692521,0.000692521,0.4353507225281198,0.000692521,84,0.9714285714285714
0.3363648731640802,0.1102879602503559,0.050450745,0.000626566,0.000626566,0.000626566,0.059251738,0.037602766,104,0.9714285714285714
0.001031992,0.362443413,0.056700607,0.001031992,0.043660222,0.001031992,0.001031992,0.029567139,78,0.9714285714285714
0.339023117,0.001949318,0.1207895020828863,0.001949318,0.001949318,0.001949318,0.2977878008958245,0.001949318,52,0.9571428571428572
0.383725257,0.055999066,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583,32,0.9571428571428572
0.004385965,0.3388906036848872,0.004385965,0.004385966,0.004385965,0.004385965,0.5865479901385906,0.004385965,15,0.9571428571428572
0.000877193,0.4213088077671624,0.057732349,0.019333934,0.000877193,0.034582815,0.000877193,0.000877193,87,0.9571428571428572
0.066192206,0.3357084783203952,0.001253133,0.059265973,0.001253133,0.001253133,0.001253133,0.001253133,74,0.9571428571428572
0.000537057,0.000537057,0.042248828,0.000537057,0.414400009,0.000537057,0.000537057,0.000537057,104,0.9571428571428572
0.3311937227324569,0.056431037,0.081606972,0.000692521,0.000692521,0.000692521,0.1255612083244321,0.079003948,99,0.9428571428571428
0.00093985,0.3559572805248189,0.1107375533344195,0.03000855,0.00093985,0.00093985,0.4321448015317837,0.00093985,55,0.9428571428571428
0.3759042899935524,0.1722987864727136,0.001644737,0.062363615,0.001644737,0.001644737,0.001644737,0.001644737,112,0.9428571428571428
0.4774990126290759,0.1022842429256291,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.027284421,52,0.9428571428571428
0.219531207,0.067068311,0.000993049,0.064396613,0.3288172849785105,0.000993049,0.000993049,0.000993049,73,0.9428571428571428
0.000822369,0.000822368,0.000822368,0.017344862,0.1773148688258188,0.000822368,0.4840985069053761,0.051749698,73,0.9285714285714286
0.001461988,0.001461988,0.001461988,0.03410984,0.001461988,0.001461988,0.4752766770940564,0.001461988,40,0.9285714285714286
0.3218913371341397,0.000565931,0.07889605,0.067787145,0.000565931,0.070580677,0.000565931,0.027778659,135,0.9285714285714286
0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.5208076581145518,0.068389895,45,0.9142857142857144
0.000892061,0.000892061,0.000892061,0.1002746713627756,0.000892061,0.059483068,0.325419482,0.000892061,76,0.9142857142857144
0.21561498,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.3504984941380737,0.001949318,30,0.9142857142857144
0.001594896,0.48906857,0.001594896,0.04470286,0.001594896,0.001594896,0.1467099210569057,0.001594896,39,0.9142857142857144
0.031875724,0.000822368,0.000822368,0.000822368,0.4166150616589449,0.1095565709283021,0.000822368,0.000822369,92,0.9142857142857144
0.001949318,0.1305817274450949,0.001949318,0.001949318,0.001949318,0.1136915028118329,0.3437128960650033,0.001949318,41,0.9142857142857144
0.00228833,0.5094771869744168,0.00228833,0.00228833,0.00228833,0.00228833,0.2357382625881103,0.068268066,32,0.9142857142857144
0.1256899686424195,0.00055991,0.00055991,0.00055991,0.5589386913005219,0.00055991,0.00055991,0.072301005,156,0.9142857142857144
0.000892061,0.4124483614067454,0.000892061,0.000892061,0.040240281,0.000892061,0.000892061,0.000892061,71,0.9142857142857144
0.060288205,0.4229631801666036,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,88,0.9
0.074488523,0.4784494458282053,0.000835422,0.000835422,0.000835422,0.000835422,0.071224339,0.061541487,68,0.9
0.002105263,0.002105263,0.002105263,0.050800297,0.002105263,0.002105263,0.4614069859158885,0.044316375,44,0.9
0.001422475,0.001422475,0.001422475,0.05767071,0.001422475,0.001422475,0.6135392805556101,0.001422475,41,0.9
0.00075188,0.052282143,0.00075188,0.036503282,0.00075188,0.00075188,0.7499902875847149,0.00075188,73,0.9
0.001594896,0.1491878694053191,0.001594896,0.001594897,0.001594896,0.1779369735034722,0.3243764671431313,0.032818823,54,0.9
0.001012146,0.3554726462608123,0.084520801,0.037045009,0.001012146,0.039817786,0.1585960731419905,0.001012146,56,0.9
0.3575085395829466,0.242940252,0.001461989,0.05614517,0.001461988,0.060861358,0.001461988,0.056025524,59,0.9
0.000848897,0.000848896,0.000848896,0.034113361,0.1559139699292766,0.030933198,0.3308426573156505,0.000848896,95,0.9
0.00131579,0.00131579,0.00131579,0.001315789,0.00131579,0.00131579,0.3162970773942071,0.00131579,51,0.9
0.000424448,0.1213451386526162,0.048376144,0.000424448,0.5299379148830846,0.019076516,0.000424448,0.022614675,175,0.9
0.1937485898069953,0.001196172,0.075931092,0.001196172,0.3248234510640274,0.001196172,0.001196172,0.001196172,72,0.9
0.001461988,0.144394696,0.001461988,0.066588588,0.001461988,0.1779821521157921,0.3758580541039486,0.001461988,54,0.9
0.001385042,0.001385042,0.001385042,0.001385042,0.001385042,0.001385042,0.3032309243139256,0.001385042,43,0.9
0.1154528962081574,0.090820132,0.06605001,0.020622699,0.3422144769422062,0.020887356,0.000711238,0.020446856,145,0.9
0.1334445683950994,0.3156118758982079,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,45,0.8857142857142857
0.000469925,0.02708997,0.129547937,0.028191151,0.3457912775159736,0.050553724,0.03334085,0.028556944,153,0.8857142857142857
0.000835422,0.101066286,0.1166114420407746,0.039467857,0.000835422,0.000835422,0.4121615595306616,0.000835422,71,0.8857142857142857
0.024186229,0.000848896,0.037741261,0.000848896,0.3009276182539337,0.1276055971280229,0.000848896,0.08221945,68,0.8857142857142857
0.001949318,0.3463806274700237,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,32,0.8857142857142857
0.012411273,0.00055991,0.00055991,0.014952204,0.00055991,0.00055991,0.5267452654823582,0.00055991,98,0.8857142857142857
0.3232197004112204,0.1941478881935291,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,46,0.8857142857142857
0.003095975,0.003095975,0.003095975,0.003095976,0.003095975,0.003095975,0.3333750270767278,0.040994586,18,0.8857142857142857
0.002923977,0.311697503,0.002923977,0.002923977,0.002923977,0.002923977,0.002923977,0.002923977,17,0.8857142857142857
0.00131579,0.055911101,0.001315789,0.049905107,0.00131579,0.00131579,0.5095761922808572,0.00131579,41,0.8857142857142857
0.001949318,0.001949318,0.001949318,0.041738955,0.001949318,0.1542380714928951,0.4178634347061999,0.001949318,31,0.8857142857142857
0.002192983,0.3202612995761731,0.002192982,0.002192983,0.002192982,0.149442766,0.002192983,0.002192983,53,0.8857142857142857
0.000762777,0.4330309580129603,0.000762777,0.051665622,0.000762777,0.000762777,0.000762777,0.022158124,79,0.8857142857142857
0.3327445393254723,0.001547988,0.001547988,0.034145133,0.001547988,0.001547988,0.001547988,0.001547988,48,0.8857142857142857
0.002192983,0.1549205490854373,0.002192983,0.105070959,0.002192983,0.1581769963715682,0.3228244300687699,0.002192982,44,0.8857142857142857
0.003759399,0.3663435253597172,0.003759399,0.003759399,0.003759399,0.003759399,0.003759399,0.003759399,27,0.8857142857142857
0.001503759,0.001503759,0.095717579,0.001503759,0.001503759,0.035432215,0.5483642931537351,0.001503759,45,0.8857142857142857
0.002506266,0.2561785619543459,0.002506266,0.002506266,0.002506266,0.002506266,0.3824064134490897,0.002506266,24,0.8857142857142857
0.000785546,0.000785546,0.000785546,0.098008282,0.000785546,0.000785546,0.3313826444270062,0.000785546,68,0.8714285714285714
0.001594896,0.001594896,0.001594896,0.113613216,0.001594896,0.036912455,0.374359204,0.001594896,40,0.8714285714285714
0.043186731,0.000892061,0.1638652119986289,0.000892061,0.3113752168180765,0.020219875,0.000892061,0.000892061,94,0.8714285714285714
