violence,world/life,night/time,romantic,obscene,music,sadness,feelings,len,age
0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.05829798,0.3919428933177343,0.001461988,44,0.8714285714285714
0.3270316083265537,0.001096491,0.091769087,0.001096491,0.001096491,0.001096491,0.142761997,0.001096491,63,0.8714285714285714
0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.4792269742515481,0.001949318,32,0.8714285714285714
0.001119821,0.038797031,0.001119821,0.001119821,0.3290646257610137,0.1039785709800679,0.083570344,0.03251363,58,0.8714285714285714
0.001196172,0.3683927793973424,0.001196172,0.001196172,0.001196172,0.087244823,0.001196172,0.001196172,45,0.8714285714285714
0.028390304,0.055577308,0.000892061,0.019478604,0.000892061,0.034937804,0.3707647258318494,0.000892061,90,0.8714285714285714
0.3214564634015899,0.000649773,0.000649773,0.000649773,0.080690875,0.000649773,0.000649773,0.035057867,93,0.8714285714285714
0.00093985,0.086006148,0.04197537,0.00093985,0.00093985,0.116844507,0.3848072404920568,0.00093985,78,0.8714285714285714
0.004784689,0.3749927117650637,0.004784689,0.004784689,0.004784689,0.004784689,0.4527584829035793,0.004784689,15,0.8714285714285714
0.000401768,0.000401768,0.000401768,0.08842446,0.4415262851965795,0.03711274,0.006051092,0.000401768,145,0.8714285714285714
0.055305751,0.4638869041470078,0.001031992,0.001031992,0.001031992,0.001031992,0.001031992,0.001031992,93,0.8714285714285714
0.001031992,0.001031992,0.04535157,0.001031992,0.001031992,0.001031992,0.323944476,0.001031992,52,0.8714285714285714
0.001697793,0.1363351149915763,0.1648690514338033,0.001697793,0.001697793,0.001697793,0.5379022964989971,0.0366265,40,0.8714285714285714
0.00131579,0.00131579,0.001315789,0.033794583,0.1631726798671265,0.001315789,0.3862011409142913,0.001315789,45,0.8714285714285714
0.002631579,0.3800416420987011,0.002631579,0.088805586,0.002631579,0.002631579,0.002631579,0.044533072,26,0.8714285714285714
0.001697793,0.001697793,0.001697793,0.037434593,0.049481177,0.001697793,0.3778143788515972,0.001697793,34,0.8714285714285714
0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.4225026048656866,0.002024292,37,0.8714285714285714
0.002392345,0.002392345,0.002392345,0.093211917,0.002392345,0.070857804,0.477496589,0.002392345,22,0.8714285714285714
0.3677356685265542,0.092700584,0.000923361,0.000923361,0.000923361,0.054322741,0.063754025,0.000923361,85,0.8714285714285714
0.001547988,0.001547988,0.001547988,0.001547988,0.319338299,0.001547988,0.1302159351582373,0.001547988,44,0.8714285714285714
0.001349528,0.001349528,0.001349528,0.051136335,0.001349528,0.1657739203631269,0.3546459100147847,0.001349528,54,0.8714285714285714
0.001503759,0.1331147548488568,0.001503759,0.001503759,0.001503759,0.1773438468447614,0.5465335833206157,0.001503759,34,0.8714285714285714
0.002392345,0.002392345,0.002392344,0.1027307281834422,0.002392345,0.002392345,0.5968345518904917,0.002392345,21,0.8714285714285714
0.00131579,0.00131579,0.001315789,0.032453915,0.1633449780913318,0.001315789,0.3894824496326524,0.001315789,45,0.8714285714285714
0.001547988,0.001547988,0.1058397593317072,0.049551424,0.001547988,0.1484748530638401,0.4851116232933067,0.001547988,50,0.8714285714285714
0.001503759,0.001503759,0.001503759,0.061993063,0.001503759,0.001503759,0.7206105174171682,0.00150376,36,0.8714285714285714
0.031875724,0.000822368,0.000822368,0.000822368,0.4166150616589449,0.1095565709283021,0.000822368,0.000822369,91,0.8714285714285714
0.4419172029060011,0.001503759,0.021616152,0.001503759,0.001503759,0.001503759,0.1361165823981431,0.001503759,47,0.8714285714285714
0.036708391,0.2591254353649246,0.00122399,0.00122399,0.1714955216303604,0.00122399,0.326376312,0.00122399,69,0.8714285714285714
0.2850725646521064,0.002024292,0.1286957297530401,0.002024292,0.5152457213708969,0.002024292,0.002024292,0.002024292,46,0.8714285714285714
0.001879699,0.4644036926339313,0.001879699,0.001879699,0.001879699,0.001879699,0.1139050086759297,0.001879699,44,0.8714285714285714
0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.3589609685916545,0.001879699,33,0.8714285714285714
0.3119310568456888,0.00074129,0.00074129,0.00074129,0.00074129,0.1598802481885819,0.00074129,0.00074129,101,0.8714285714285714
0.161923578,0.3652120299849243,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,52,0.8714285714285714
0.001814882,0.001814882,0.001814882,0.1031344656459686,0.001814882,0.048526492,0.5039267150846536,0.001814882,57,0.8714285714285714
0.000907441,0.4069662322357073,0.000907441,0.032946609,0.000907441,0.055061162,0.000907441,0.000907441,60,0.8714285714285714
0.00122399,0.00122399,0.00122399,0.04700535,0.3520160750306026,0.00122399,0.00122399,0.00122399,72,0.8571428571428571
0.051614324,0.00093985,0.049734955,0.072085229,0.00093985,0.00093985,0.3877529132399391,0.019160704,63,0.8571428571428571
0.068483533,0.088887333,0.1143269619282761,0.000649773,0.5031509692806216,0.000649773,0.000649773,0.029045072,134,0.8571428571428571
0.000956938,0.000956938,0.000956938,0.000956938,0.000956938,0.000956938,0.7137960631696642,0.000956938,59,0.8571428571428571
0.000501253,0.000501253,0.000501253,0.000501253,0.5178545327789946,0.000501253,0.07984234,0.043085944,149,0.8571428571428571
0.3655692331404624,0.001096491,0.001096491,0.091301848,0.001096491,0.001096491,0.001096491,0.001096491,129,0.8571428571428571
0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.3170517583814337,0.001096491,64,0.8571428571428571
0.001422475,0.3227643833228006,0.001422475,0.053220855,0.001422475,0.001422475,0.001422475,0.001422475,42,0.8571428571428571
0.001503759,0.4535937709898895,0.00150376,0.001503759,0.00150376,0.1176220554060777,0.00150376,0.029358608,64,0.8571428571428571
0.00122399,0.00122399,0.00122399,0.00122399,0.00122399,0.091157144,0.5810261586500004,0.00122399,58,0.8571428571428571
0.00093985,0.057428733,0.1114098368491308,0.059629624,0.065449026,0.00093985,0.4450400224795091,0.00093985,60,0.8571428571428571
0.001697793,0.2208156081085315,0.001697793,0.001697793,0.001697793,0.001697793,0.5979039911502144,0.001697793,35,0.8571428571428571
0.002506266,0.002506266,0.1501088601543222,0.002506266,0.002506266,0.002506266,0.8072846226952562,0.002506266,32,0.8571428571428571
0.3091612312987334,0.000848896,0.000848896,0.030579329,0.3072361921960996,0.000848896,0.000848896,0.000848896,153,0.8571428571428571
0.001422475,0.3019610304580317,0.001422475,0.043534464,0.001422475,0.001422475,0.2318000494343557,0.051676546,56,0.8571428571428571
0.002392345,0.3265100118296082,0.1736888875639815,0.002392345,0.002392345,0.002392345,0.002392345,0.051925134,42,0.8571428571428571
0.003095975,0.3492882203317587,0.003095975,0.086159326,0.003095975,0.003095975,0.5150168480691494,0.003095975,20,0.8571428571428571
0.002024292,0.3653260329398983,0.002024292,0.002024292,0.002024292,0.1336202630100501,0.002024292,0.002024292,34,0.8571428571428571
0.3642712012026742,0.2561330587630158,0.000762777,0.000762777,0.000762777,0.000762777,0.2745320234405106,0.01555528,105,0.8571428571428571
0.001144165,0.001144165,0.001144165,0.001144165,0.001144165,0.053094781,0.560486651,0.001144165,52,0.8571428571428571
0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.090316129,0.3942568824725559,0.001253133,50,0.8571428571428571
0.001547988,0.3170921103101144,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,41,0.8571428571428571
0.001594896,0.001594896,0.001594897,0.001594896,0.001594896,0.058368767,0.3493316761211876,0.001594896,51,0.8571428571428571
0.002506266,0.062672495,0.002506266,0.002506266,0.002506266,0.002506266,0.3256200440024778,0.002506266,26,0.8571428571428571
0.001144165,0.001144165,0.001144165,0.080328303,0.001144165,0.001144165,0.4278753627054494,0.052930606,52,0.8571428571428571
0.000649773,0.4318859390994792,0.000649773,0.054513917,0.000649773,0.000649773,0.1785850619044408,0.000649773,97,0.8571428571428571
0.001196172,0.4616189848039594,0.001196172,0.001196172,0.001196172,0.1215365416668963,0.2519172569698628,0.001196172,54,0.8571428571428571
0.000892061,0.4355503901496279,0.028138614,0.094659605,0.000892061,0.000892061,0.000892061,0.000892061,75,0.8571428571428571
0.1456500265377458,0.061258175,0.001253133,0.001253133,0.001253133,0.1714856877093384,0.6028091168876524,0.001253133,47,0.8571428571428571
0.001119821,0.073695267,0.001119821,0.001119821,0.001119821,0.053641811,0.5861892860517127,0.001119821,61,0.8571428571428571
0.002024292,0.002024292,0.002024292,0.002024292,0.1277919545308147,0.002024292,0.4218049862594734,0.002024292,27,0.8571428571428571
0.001814882,0.4539406875698663,0.079209738,0.001814882,0.001814882,0.001814882,0.1575803994082752,0.047442557,28,0.8571428571428571
0.3529018225967197,0.054812222,0.093273818,0.000907441,0.000907441,0.000907441,0.000907441,0.000907441,106,0.8571428571428571
0.3418514187660457,0.006578948,0.006578947,0.006578947,0.006578948,0.006578947,0.006578947,0.006578947,22,0.8428571428571429
0.4331911591465782,0.002770083,0.002770083,0.002770083,0.002770083,0.002770083,0.002770083,0.002770083,73,0.8428571428571429
0.001503759,0.001503759,0.001503759,0.1117227190143376,0.001503759,0.001503759,0.435312444,0.001503759,36,0.8428571428571429
0.001949318,0.1789193628439859,0.001949318,0.001949318,0.001949318,0.001949318,0.3262802442462383,0.001949318,53,0.8428571428571429
0.001697793,0.085671156,0.053223005,0.001697793,0.3183430737590338,0.1287361363095209,0.198240519,0.044805212,44,0.8428571428571429
0.071884773,0.000510986,0.032524521,0.000510986,0.5135313127239718,0.000510986,0.000510986,0.000510986,176,0.8428571428571429
0.001879699,0.3388737652278301,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,41,0.8428571428571429
0.001422475,0.001422475,0.024942983,0.040002813,0.001422475,0.001422475,0.3914318201885852,0.024194816,46,0.8428571428571429
0.4325828357465244,0.000683527,0.025904329,0.067302674,0.094540556,0.000683527,0.000683527,0.000683527,97,0.8428571428571429
0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.4270096942558964,0.001169591,54,0.8428571428571429
0.001879699,0.001879699,0.001879699,0.1043433151853516,0.042340444,0.001879699,0.3299003424090149,0.001879699,29,0.8428571428571429
0.001461988,0.001461988,0.001461988,0.050530827,0.001461988,0.001461988,0.5653566394584171,0.001461988,45,0.8428571428571429
0.094275025,0.330192182,0.00122399,0.080808226,0.00122399,0.00122399,0.068602872,0.038619148,51,0.8428571428571429
0.001169591,0.001169591,0.031480061,0.001169591,0.042040074,0.065417156,0.3017754994148052,0.001169591,61,0.8428571428571429
0.001503759,0.001503759,0.001503759,0.072330369,0.050445063,0.001503759,0.4269546617345798,0.062158284,42,0.8428571428571429
0.1700270857773655,0.1471442272947536,0.001031992,0.001031992,0.3151623458273022,0.069327623,0.162816279,0.033588437,91,0.8428571428571429
0.001096491,0.1256039055314677,0.001096491,0.025878707,0.001096491,0.036816782,0.6559547548084573,0.001096491,63,0.8428571428571429
0.001949318,0.001949318,0.082146544,0.001949318,0.5006840772646007,0.001949318,0.001949318,0.001949318,49,0.8428571428571429
0.001503759,0.3291039391693221,0.001503759,0.083316731,0.001503759,0.00150376,0.1344032830909234,0.001503759,41,0.8428571428571429
0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.6007044766507685,0.00228833,32,0.8428571428571429
0.000674764,0.3712675598459771,0.034324286,0.000674764,0.1342735823082241,0.000674764,0.000674764,0.000674764,127,0.8428571428571429
0.002506266,0.3828201423207583,0.1011315435160038,0.057784044,0.002506266,0.002506266,0.1874768436179836,0.002506266,35,0.8428571428571429
0.000974659,0.000974659,0.000974659,0.045826324,0.5527276744618951,0.000974659,0.096338839,0.000974659,133,0.8428571428571429
0.00228833,0.1341082100456176,0.1657129555193305,0.00228833,0.00228833,0.00228833,0.4554349716289734,0.00228833,25,0.8428571428571429
0.002192982,0.3112287714208467,0.002192983,0.002192983,0.002192983,0.002192982,0.002192982,0.002192983,33,0.8428571428571429
0.001349528,0.001349528,0.078772651,0.001349528,0.3209443079871664,0.001349528,0.001349528,0.001349528,61,0.8428571428571429
0.001144165,0.001144165,0.001144165,0.001144165,0.1258549163428443,0.028464099,0.3711270723833475,0.001144165,56,0.8428571428571429
0.001754386,0.086772776,0.001754386,0.072331694,0.001754386,0.001754386,0.4985530452764301,0.001754386,42,0.8428571428571429
0.002024292,0.2587286304213496,0.081535178,0.002024292,0.002024292,0.002024292,0.3466939057388432,0.002024292,34,0.8428571428571429
0.000907441,0.379310089,0.000907441,0.047439723,0.025645909,0.000907441,0.3347594921030686,0.000907441,62,0.8428571428571429
0.002392345,0.3789533719157127,0.002392345,0.048954681,0.002392345,0.002392345,0.1428565720978432,0.002392345,26,0.8428571428571429
0.001949318,0.4023249502667009,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,26,0.8428571428571429
0.1258272367723731,0.061368176,0.001144165,0.062119218,0.001144165,0.064882685,0.4169857402562998,0.001144165,56,0.8428571428571429
0.002105263,0.002105263,0.002105263,0.049030875,0.002105263,0.002105263,0.3931375347542639,0.002105263,29,0.8428571428571429
0.4360461555236871,0.001012146,0.001012146,0.082092594,0.001012146,0.001012146,0.001012146,0.001012146,71,0.8428571428571429
0.000974659,0.225502731,0.000974659,0.000974659,0.000974659,0.09573471,0.6067847395800405,0.000974659,56,0.8428571428571429
0.1870207193548667,0.1082892884563192,0.001754386,0.001754386,0.001754386,0.1401999598284982,0.432885352,0.059329679,39,0.8428571428571429
0.003095975,0.3051084621733972,0.003095975,0.003095975,0.003095975,0.003095975,0.003095975,0.003095976,22,0.8428571428571429
0.001074114,0.1885645217349041,0.001074114,0.027754534,0.001074114,0.001074114,0.528654996,0.036988809,59,0.8428571428571429
0.088344309,0.003095976,0.003095975,0.003095975,0.003095975,0.003095975,0.624969275,0.003095975,20,0.8428571428571429
0.001169591,0.001169591,0.001169591,0.001169591,0.326656046,0.001169591,0.066397472,0.001169591,92,0.8428571428571429
0.00122399,0.083082565,0.00122399,0.00122399,0.00122399,0.00122399,0.6418823759932131,0.00122399,48,0.8428571428571429
0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.3130939045671297,0.059959183,33,0.8428571428571429
0.3562430728270749,0.1038988036011775,0.1043355051075848,0.001119821,0.048087324,0.001119821,0.001119821,0.001119821,72,0.8285714285714286
0.00074129,0.00074129,0.109232711,0.035889779,0.00074129,0.00074129,0.7168603771995917,0.00074129,86,0.8285714285714286
0.000956938,0.024873988,0.125278172,0.1067056533801484,0.000956938,0.000956938,0.305364512,0.000956938,56,0.8285714285714286
0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.084337907,0.6872651841559768,0.001879699,30,0.8285714285714286
0.001196172,0.1437801959719672,0.001196172,0.1007127449098369,0.001196172,0.001196172,0.5313156754401402,0.001196172,48,0.8285714285714286
0.001031992,0.073328755,0.001031992,0.001031992,0.001031992,0.001031992,0.3150079132805398,0.044556989,57,0.8285714285714286
0.001283697,0.4321856804889776,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,0.001283697,53,0.8285714285714286
0.001119821,0.001119821,0.001119821,0.001119821,0.4545115264070422,0.001119821,0.001119821,0.001119821,70,0.8285714285714286
0.001879699,0.001879699,0.001879699,0.04047342,0.001879699,0.001879699,0.6683680760588026,0.001879699,28,0.8285714285714286
0.000548246,0.000548246,0.000548246,0.000548246,0.451681154,0.033396887,0.073394686,0.028872452,176,0.8285714285714286
0.000762777,0.000762777,0.000762777,0.035266526,0.3524886527579952,0.000762777,0.5563895945647076,0.000762777,89,0.8285714285714286
0.3806016189249082,0.000578369,0.03683687,0.023161317,0.1044563620465285,0.000578369,0.000578369,0.000578369,115,0.8285714285714286
0.001283697,0.3941549372383121,0.001283697,0.001283697,0.001283697,0.087025697,0.001283697,0.001283697,54,0.8285714285714286
0.030048414,0.000835422,0.060679651,0.024774568,0.000835422,0.000835422,0.4752610743910343,0.000835422,80,0.8285714285714286
0.000993049,0.000993049,0.066982207,0.051892094,0.4541616368142112,0.09865409,0.000993049,0.000993049,63,0.8285714285714286
0.000862813,0.1103100071596514,0.000862813,0.000862813,0.000862813,0.000862813,0.4275366504407227,0.000862813,69,0.8285714285714286
0.006578947,0.3721944967451638,0.006578947,0.006578947,0.006578947,0.006578947,0.006578948,0.006578947,7,0.8285714285714286
0.000974659,0.3562840896593831,0.041924907,0.000974659,0.1027056539445363,0.1463774283850047,0.000974659,0.000974659,64,0.8285714285714286
0.000785546,0.000785546,0.000785546,0.063776528,0.000785546,0.000785546,0.3742776866961576,0.000785546,92,0.8285714285714286
0.4361179347028307,0.001012146,0.001012146,0.025539379,0.001012146,0.001012146,0.1138423690166791,0.001012146,80,0.8285714285714286
0.002506266,0.002506266,0.002506266,0.002506266,0.002506266,0.1274347523772875,0.5054366039994685,0.002506266,37,0.8285714285714286
0.001385042,0.07983488,0.001385042,0.001385042,0.001385042,0.031171105,0.6158736515363509,0.001385042,44,0.8285714285714286
0.002105263,0.051723764,0.002105263,0.1049159901163314,0.002105263,0.002105263,0.3005180149416717,0.002105263,34,0.8285714285714286
0.001461988,0.001461988,0.001461988,0.04983184,0.001461988,0.001461988,0.5601999085230351,0.001461988,46,0.8285714285714286
0.4444821878595906,0.002631579,0.081365019,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,19,0.8285714285714286
0.2535926392271055,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.3565198319266897,0.061156163,28,0.8285714285714286
0.00228833,0.00228833,0.090231819,0.00228833,0.43643182,0.00228833,0.00228833,0.00228833,57,0.8285714285714286
0.3562670839622365,0.00074129,0.00074129,0.00074129,0.00074129,0.016119537,0.00074129,0.064592851,83,0.8285714285714286
0.001349528,0.001349528,0.001349528,0.083082295,0.3582565035312438,0.001349528,0.001349528,0.001349528,96,0.8285714285714286
0.002105263,0.1758089746838547,0.002105263,0.002105263,0.002105263,0.002105263,0.5865661320260401,0.002105263,33,0.8285714285714286
0.000773994,0.3271088472392295,0.031968198,0.036618592,0.000773994,0.01946201,0.5362173994625344,0.000773994,78,0.8285714285714286
0.001253133,0.001253133,0.11185065,0.048872182,0.3142092212351419,0.06234813,0.1069908326981608,0.001253133,53,0.8285714285714286
0.002024292,0.5077092845385144,0.002024292,0.046480176,0.002024292,0.002024292,0.237817476,0.002024292,27,0.8142857142857143
0.001697793,0.4326030952086873,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,38,0.8142857142857143
0.002506266,0.095796354,0.002506266,0.002506266,0.002506266,0.002506266,0.5754677542252308,0.002506266,24,0.8142857142857143
0.001547988,0.3474400611960261,0.07035692,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,47,0.8142857142857143
0.002105263,0.061674425,0.055860068,0.06266814,0.002105263,0.002105263,0.3086488543716944,0.002105263,31,0.8142857142857143
0.001594896,0.3911633,0.1698516599598588,0.034225811,0.001594896,0.001594896,0.001594896,0.001594896,36,0.8142857142857143
0.002024292,0.1317705530934216,0.072053581,0.071320261,0.002024292,0.002024292,0.3813028106672728,0.002024292,27,0.8142857142857143
0.2353843094176131,0.002923977,0.002923977,0.002923977,0.5137082897795632,0.094439085,0.002923977,0.04826687,43,0.8142857142857143
